rev_hdr_distinct,pr,rev_pld_max,rev_pld_mean,pld_mean,pld_bin_inf,rev_pld_distinct,dst_port,pld_median,hdr_mean,rev_hdr_bin_40,rev_pld_var,pld_distinct,pld_max,num_pkts_in,num_pkts_out,rev_pld_bin_128,bytes_out,hdr_bin_40,src_port,hdr_distinct,id,dns_query_cnt,http_method,http_code,http_content_len,tls_key_exchange_len,tls_svr_ext_cnt,tls_svr_cs_cnt,tls_ext_cnt,tls_cnt,tls_cs_cnt,tls_svr_key_exchange_len,tls_svr_cnt,dns_answer_cnt
1,6,0,0.0,0.0,0,1,1812,0,40.0,0,0.0,1,0,1,1,1,0,1,56288,1,6589434,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,101,76.0,37.5,0,2,53,35,8.0,0,25.0,2,40,2,2,2,75,0,51337,1,7981101,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,6,0,0.0,0.0,0,1,443,0,30.67,0,0.0,1,0,3,3,3,0,3,49430,2,2802865,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,19.0,0,0,5355,19,8.0,0,0.0,1,19,0,2,0,38,0,63552,1,4091150,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,480,121.75,18.0,0,3,443,0,22.4,1,206.86,2,90,4,5,3,90,1,53094,2,3329863,1.0,1.0,502.0,362.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,478,121.25,18.0,0,3,443,0,22.4,1,205.99,2,90,4,5,3,90,1,64483,2,7819775,1.0,1.0,502.0,360.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,1460,576.08,90.27,0,6,443,0,21.09,1,650.96,5,341,12,11,5,993,1,56684,2,6982604,1.0,1.0,502.0,361.0,66.0,1.0,1.0,3.0,7.0,12.0,0.0,7.0,1.0
1,6,0,0.0,0.0,0,1,80,0,30.67,0,0.0,1,0,3,3,3,0,3,49832,2,3124693,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,1460,576.08,90.27,0,6,443,0,21.09,1,650.96,5,341,12,11,5,993,1,53340,2,468343,1.0,1.0,502.0,361.0,66.0,1.0,1.0,3.0,7.0,12.0,0.0,7.0,1.0
1,17,98,98.0,42.0,0,1,53,42,8.0,0,0.0,1,42,1,1,1,42,0,55629,1,9980189,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,0.0
2,6,1460,576.08,100.9,0,6,443,0,21.2,1,650.96,6,357,12,10,5,1009,1,53452,2,4066013,1.0,1.0,502.0,361.0,66.0,1.0,1.0,3.0,7.0,12.0,0.0,7.0,1.0
2,6,217,31.0,61.62,0,2,80,1,20.57,0,75.93,4,428,21,21,18,1294,1,55941,2,650206,1.0,1.0,200.0,2.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,517,51.69,313.4,2,5,9452,2,21.2,1,138.43,6,1460,13,10,12,3134,1,64765,2,3116054,1.0,1.0,502.0,361.0,66.0,5.0,1.0,16.0,4.0,17.0,0.0,1.0,1.0
2,6,1460,314.86,598.4,4,4,443,165,21.2,1,517.18,6,1460,7,11,5,5984,1,57086,2,9267252,1.0,1.0,502.0,361.0,66.0,1.0,1.0,3.0,6.0,21.0,0.0,3.0,1.0
2,6,472,119.75,11.2,0,3,443,0,22.4,1,203.39,2,56,4,5,3,56,1,58934,2,9305063,1.0,1.0,502.0,354.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,6.0,1.0
2,6,478,121.25,11.2,0,3,443,0,22.4,1,205.99,2,56,4,5,3,56,1,62319,2,9447772,1.0,1.0,502.0,360.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,6.0,1.0
0,17,0,0.0,174.0,0,0,1900,174,8.0,0,0.0,1,174,0,4,0,696,0,63150,1,2592789,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,562,112.4,134.4,0,2,443,0,22.4,1,224.8,2,672,5,5,4,672,1,61245,2,2801124,1.0,1.0,400.0,362.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,125.75,0,0,1900,132,8.0,0,0.0,4,137,0,4,0,503,0,35527,1,7999380,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,22.0,0,0,5355,22,8.0,0,0.0,1,22,0,2,0,44,0,50267,1,7925007,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,1420,90.88,250.15,1,10,443,46,20.23,0,268.33,25,1252,73,53,68,13258,1,49316,2,4986688,1.0,1.0,502.0,361.0,33.0,5.0,1.0,10.0,43.0,15.0,0.0,36.0,1.0
0,6,0,0.0,306.78,1,0,50740,37,21.33,0,0.0,6,1460,0,9,0,2761,1,443,2,5929521,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,6,0,0.0,345.38,1,0,61845,37,21.5,0,0.0,6,1460,0,8,0,2763,1,443,2,3395680,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,478,97.0,15.0,0,3,443,0,22.0,1,190.52,2,90,5,6,4,90,1,49493,2,6547326,1.0,1.0,502.0,360.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,156,156.0,78.0,0,1,53,78,8.0,0,0.0,1,78,1,1,0,78,0,65200,1,2226107,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,0.0
1,6,0,0.0,0.0,0,1,6565,0,40.0,0,0.0,1,0,1,1,1,0,1,49760,1,3161729,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,478,121.25,18.0,0,3,443,0,22.4,1,205.99,2,90,4,5,3,90,1,52465,2,2497924,1.0,1.0,502.0,360.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,480,121.75,18.0,0,3,443,0,22.4,1,206.86,2,90,4,5,3,90,1,52571,2,2562200,1.0,1.0,502.0,362.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,6,0,0.0,0.0,0,0,60759,0,20.0,0,0.0,1,0,0,3,0,0,0,443,1,232745,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,22.0,0,0,5355,22,8.0,0,0.0,1,22,0,2,0,44,0,49318,1,3184156,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,175.0,0,0,1900,175,8.0,0,0.0,1,175,0,4,0,700,0,65428,1,7250875,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,289,289.0,103.0,0,1,11432,103,8.0,0,0.0,1,103,5,6,0,618,0,36415,1,7766257,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,174.0,0,0,1900,174,8.0,0,0.0,1,174,0,4,0,696,0,65256,1,9086268,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,6,0,0.0,0.0,0,1,443,0,30.67,0,0.0,1,0,3,3,3,0,3,52102,2,5487024,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,480,121.75,11.2,0,3,443,0,21.6,1,206.86,2,56,4,5,3,56,1,49211,2,8952093,1.0,1.0,502.0,362.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,6.0,1.0
1,6,0,0.0,0.0,0,1,443,0,30.67,0,0.0,1,0,3,3,3,0,3,52831,2,1817826,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,124,124.0,58.0,0,1,53,58,8.0,0,0.0,1,58,1,1,1,58,0,60790,1,9794466,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,0.0
1,17,114,114.0,33.0,0,1,53,33,8.0,0,0.0,1,33,1,1,1,33,0,63009,1,9123939,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,20.0,0,0,5355,20,8.0,0,0.0,1,20,0,2,0,40,0,54586,1,1322661,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,712,178.0,112.33,0,2,8080,0,22.0,1,308.31,2,674,4,6,3,674,1,54723,2,9067660,1.0,1.0,404.0,564.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,482,122.25,18.0,0,3,443,0,22.4,1,207.72,2,90,4,5,3,90,1,55750,2,728016,1.0,1.0,502.0,364.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,1460,573.0,92.18,0,6,443,37,21.09,1,653.14,6,341,12,11,6,1014,1,52304,2,1601253,1.0,1.0,502.0,361.0,66.0,1.0,1.0,3.0,8.0,12.0,0.0,6.0,1.0
2,6,181,53.73,37.55,0,5,80,0,21.09,1,78.25,4,155,11,11,8,413,1,54938,2,3847634,1.0,1.0,200.0,0.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,476,120.75,18.0,0,3,443,0,22.4,1,205.12,2,90,4,5,3,90,1,61561,2,3180118,1.0,1.0,502.0,358.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,214,151.0,40.67,0,3,53,38,8.0,0,69.6,2,46,3,3,1,122,0,63681,1,8892873,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,6,0,0.0,0.0,0,0,59762,0,20.0,0,0.0,1,0,0,3,0,0,0,443,1,2614879,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,174.0,0,0,1900,174,8.0,0,0.0,1,174,0,4,0,696,0,55954,1,7169080,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,6,0,0.0,0.0,0,1,8080,0,30.67,0,0.0,1,0,3,3,3,0,3,53494,2,65841,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,484,122.75,18.0,0,3,443,0,22.4,1,208.59,2,90,4,5,3,90,1,49382,2,4285671,1.0,1.0,502.0,366.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,174.0,0,0,1900,174,8.0,0,0.0,1,174,0,4,0,696,0,55489,1,2575942,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,22.0,0,0,5355,22,8.0,0,0.0,1,22,0,2,0,44,0,59370,1,24251,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,315,73.86,108.83,0,4,80,0,22.0,1,115.26,3,366,7,6,5,653,1,52523,2,6423028,1.0,2.0,404.0,315.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,49,49.0,33.0,0,1,53,33,8.0,0,0.0,1,33,1,1,1,33,0,50757,1,7445371,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,172.0,0,0,1900,172,8.0,0,0.0,1,172,0,4,0,688,0,41818,1,2257330,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,6,0,0.0,0.0,0,1,443,0,30.67,0,0.0,1,0,3,3,3,0,3,55938,2,1057829,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,228,139.33,32.67,0,3,53,29,8.0,0,62.89,2,40,3,3,2,98,0,65290,1,90775,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,0.0
2,6,157,52.2,8.8,0,3,80,0,22.4,1,66.09,2,44,5,5,4,44,1,50096,2,5437958,1.0,1.0,200.0,104.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,6,0,0.0,0.0,0,1,8080,0,30.67,0,0.0,1,0,3,3,3,0,3,54713,2,4136250,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,172.0,0,0,1900,172,8.0,0,0.0,1,172,0,4,0,688,0,51734,1,8050108,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,211,139.0,40.33,0,3,53,38,8.0,0,55.16,3,49,3,3,1,121,0,62335,1,4013719,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,3.0
2,6,1420,385.31,38.57,0,7,443,1,20.57,0,601.5,5,474,29,21,20,810,1,55422,2,9390668,1.0,1.0,502.0,361.0,66.0,5.0,1.0,9.0,5.0,15.0,0.0,4.0,1.0
2,6,230,58.8,260.44,1,4,1971,0,21.33,1,91.31,5,1460,10,9,7,2344,1,55973,2,9076200,1.0,8.0,502.0,361.0,66.0,5.0,1.0,9.0,5.0,15.0,0.0,1.0,1.0
2,6,490,124.25,18.67,0,3,443,0,22.0,2,211.19,2,56,4,6,3,112,1,49509,2,7171616,1.0,1.0,502.0,372.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,6.0,1.0
0,17,0,0.0,166.0,0,0,1900,166,8.0,0,0.0,1,166,0,4,0,664,0,38179,1,3609359,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,497,165.67,11.2,0,2,443,0,22.4,1,234.29,2,56,3,5,2,56,1,60159,2,6653718,1.0,1.0,502.0,361.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,6.0,1.0
2,6,482,122.25,11.2,0,3,443,0,21.6,1,207.72,2,56,4,5,3,56,1,61845,2,3683274,1.0,1.0,502.0,364.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,6.0,1.0
1,17,289,289.0,103.0,0,1,23401,103,8.0,0,0.0,1,103,23,24,0,2472,0,36415,1,9469001,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,480,97.4,15.0,0,3,443,0,22.0,1,191.32,2,90,5,6,4,90,1,53708,2,7493048,1.0,1.0,502.0,362.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,22.0,0,0,5355,22,8.0,0,0.0,1,22,0,2,0,44,0,49225,1,4693007,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,22.0,0,0,5355,22,8.0,0,0.0,1,22,0,2,0,44,0,63860,1,1984215,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,181,53.73,37.64,0,5,80,0,21.09,1,78.25,4,155,11,11,8,414,1,55126,2,699658,1.0,1.0,200.0,0.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,1420,1286.01,26.33,0,16,443,0,20.16,0,347.61,6,587,200,75,11,1975,1,51055,2,6270167,1.0,1.0,502.0,361.0,0.0,2.0,1.0,9.0,7.0,15.0,0.0,7.0,1.0
2,6,480,97.4,15.0,0,3,443,0,22.0,1,191.32,2,90,5,6,4,90,1,53921,2,6304259,1.0,1.0,502.0,362.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,1460,573.0,84.5,0,6,443,0,21.0,1,653.14,6,341,12,12,6,1014,1,56501,2,8964111,1.0,1.0,502.0,361.0,66.0,1.0,1.0,3.0,8.0,12.0,0.0,6.0,1.0
1,17,221,215.0,38.0,0,2,53,38,8.0,0,6.0,1,38,2,2,0,76,0,57948,1,6650297,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,2.0
1,17,98,98.0,42.0,0,1,53,42,8.0,0,0.0,1,42,1,1,1,42,0,60744,1,8881415,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,0.0
2,6,1420,1056.54,11.27,0,6,80,0,20.46,0,603.15,3,282,67,26,16,293,1,51530,2,5715683,1.0,1.0,200.0,0.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,472,119.75,11.2,0,3,443,0,22.4,1,203.39,2,56,4,5,3,56,1,51200,2,5028123,1.0,1.0,502.0,354.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,6.0,1.0
2,6,490,124.25,18.67,0,3,443,0,22.0,2,211.19,2,56,4,6,3,112,1,54727,2,5764165,1.0,1.0,502.0,372.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,6.0,1.0
2,6,482,122.25,11.2,0,3,443,0,22.4,1,207.72,2,56,4,5,3,56,1,53675,2,6416175,1.0,1.0,502.0,364.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,6.0,1.0
1,6,0,0.0,0.0,0,1,80,0,30.67,0,0.0,1,0,3,3,3,0,3,50074,2,1425080,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,480,121.75,18.0,0,3,443,0,22.4,1,206.86,2,90,4,5,3,90,1,52232,2,8156342,1.0,1.0,502.0,362.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,174.0,0,0,1900,174,8.0,0,0.0,1,174,0,8,0,1392,0,60435,1,3697863,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,175.0,0,0,1900,175,8.0,0,0.0,1,175,0,8,0,1400,0,63025,1,8703568,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,114,114.0,33.0,0,1,53,33,8.0,0,0.0,1,33,2,2,2,66,0,50147,1,8939877,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,6,0,0.0,0.0,0,0,449,0,30.67,0,0.0,1,0,0,3,0,0,3,52035,2,3580802,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,191,191.0,40.0,0,1,53,40,8.0,0,0.0,1,40,1,1,0,40,0,52844,1,2022836,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,125.75,0,0,1900,132,8.0,0,0.0,4,137,0,4,0,503,0,57813,1,9089288,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,476,120.75,18.0,0,3,443,0,22.4,1,205.12,2,90,4,5,3,90,1,58576,2,2504489,1.0,1.0,502.0,358.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,480,121.75,18.0,0,3,443,0,22.4,1,206.86,2,90,4,5,3,90,1,54156,2,764451,1.0,1.0,502.0,362.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,6,0,0.0,0.0,0,0,8080,0,30.67,0,0.0,1,0,0,3,0,0,3,59183,2,8535675,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,174.0,0,0,1900,174,8.0,0,0.0,1,174,0,4,0,696,0,62302,1,2765874,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,6,0,0.0,307.0,1,0,58803,37,21.33,0,0.0,6,1460,0,9,0,2763,1,443,2,5214151,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,174.0,0,0,1900,174,8.0,0,0.0,1,174,0,4,0,696,0,65246,1,4889601,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,1151,219.29,76.88,0,4,80,0,21.5,1,401.72,3,323,7,8,5,615,1,51600,2,4260719,1.0,1.0,200.0,8.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,202,202.0,34.0,0,1,53,34,8.0,0,0.0,1,34,1,1,0,34,0,54118,1,9994432,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,2.0
1,17,101,74.0,35.5,0,2,53,31,8.0,0,27.0,2,40,2,2,2,71,0,59207,1,1019302,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,0.0
0,17,0,0.0,174.0,0,0,1900,174,8.0,0,0.0,1,174,0,8,0,1392,0,56524,1,2005394,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,191,191.0,40.0,0,1,53,40,8.0,0,0.0,1,40,1,1,0,40,0,60747,1,8862866,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,0,0.0,0.0,0,1,80,0,23.0,0,0.0,1,0,3,4,3,0,1,49210,2,1769446,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,562,112.4,134.4,0,2,443,0,22.4,1,224.8,2,672,5,5,4,672,1,54537,2,8274072,1.0,1.0,400.0,362.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,6,0,0.0,0.0,0,1,8080,0,30.67,0,0.0,1,0,3,3,3,0,3,65229,2,4156583,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,6,0,0.0,0.0,0,0,449,0,30.67,0,0.0,1,0,0,3,0,0,3,51568,2,385272,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,522.0,0,0,1900,522,8.0,0,0.0,1,522,0,1,0,522,0,49740,1,4502666,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,484,122.75,18.0,0,3,443,0,22.4,1,208.59,2,90,4,5,3,90,1,53365,2,1944994,1.0,1.0,502.0,366.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,157,52.2,8.8,0,3,80,0,22.4,1,66.09,2,44,5,5,4,44,1,58942,2,2652451,1.0,1.0,200.0,104.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,6,0,0.0,0.0,0,1,8080,0,30.67,0,0.0,1,0,3,3,3,0,3,56035,2,7927292,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,174.0,0,0,1900,174,8.0,0,0.0,1,174,0,4,0,696,0,64017,1,5112151,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,6,0,0.0,0.0,0,0,8080,0,30.67,0,0.0,1,0,0,3,0,0,3,50449,2,7547265,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,478,121.25,18.0,0,3,443,0,22.4,1,205.99,2,90,4,5,3,90,1,59008,2,3644929,1.0,1.0,502.0,360.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,114,114.0,33.0,0,1,53,33,8.0,0,0.0,1,33,2,2,2,66,0,62167,1,368862,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,230,173.5,37.5,0,2,53,36,8.0,0,56.5,2,39,2,2,1,75,0,54184,1,3988898,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,0.0
0,17,0,0.0,94.0,0,0,5353,94,8.0,0,0.0,1,94,0,98,0,9212,0,5353,1,3272779,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,229,195.5,39.0,0,2,53,33,8.0,0,33.5,2,45,2,2,0,78,0,64064,1,681618,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,8.0
2,6,472,119.75,11.2,0,3,443,0,22.4,1,203.39,2,56,4,5,3,56,1,62510,2,9924,1.0,1.0,502.0,354.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,6.0,1.0
0,17,0,0.0,174.0,0,0,1900,174,8.0,0,0.0,1,174,0,20,0,3480,0,61245,1,8246081,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,155,51.8,8.8,0,3,80,0,22.4,1,65.46,2,44,5,5,4,44,1,58142,2,364140,1.0,1.0,200.0,104.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,6,0,0.0,0.0,0,1,8080,0,30.67,0,0.0,1,0,3,3,3,0,3,54620,2,7264184,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,157,52.2,13.6,0,3,80,0,22.4,1,66.09,2,68,5,5,4,68,1,65208,2,3118912,1.0,1.0,200.0,104.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,19.0,0,0,5355,19,8.0,0,0.0,1,19,0,2,0,38,0,65518,1,5336050,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,6,0,0.0,0.0,0,0,8080,0,30.67,0,0.0,1,0,0,3,0,0,3,56915,2,469772,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,1460,573.0,85.83,0,6,443,0,21.0,1,653.14,5,341,12,12,6,1030,1,56812,2,6570113,1.0,1.0,502.0,361.0,66.0,1.0,1.0,3.0,8.0,12.0,0.0,6.0,1.0
0,17,0,0.0,175.0,0,0,1900,175,8.0,0,0.0,1,175,0,4,0,700,0,55700,1,2012587,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,6,0,0.0,0.0,0,0,54088,0,20.0,0,0.0,1,0,0,3,0,0,0,443,1,6735658,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,6,0,0.0,0.0,0,1,80,0,30.67,0,0.0,1,0,3,3,3,0,3,51472,2,7280859,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,110,110.0,40.0,0,1,53,40,8.0,0,0.0,1,40,1,1,1,40,0,57848,1,8246414,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,0.0
2,6,1460,576.08,91.73,0,6,443,0,21.09,1,650.96,6,357,12,11,5,1009,1,55621,2,1546998,1.0,1.0,502.0,361.0,66.0,1.0,1.0,3.0,7.0,12.0,0.0,7.0,1.0
